"Havaintoasema","Vuosi","Kuukausi","Päivä","Aika [UTC]","Lämpötilan keskiarvo [°C]","Suhteellisen kosteuden keskiarvo [%]","Keskituulen nopeus [m/s]","Tunnin sademäärä [mm]","Ilmanpaineen keskiarvo [hPa]","Ylin lämpötila [°C]","Alin lämpötila [°C]","Kovin keskituulen nopeus [m/s]","Tuulen suunnan keskiarvo [°]","Kovin puuska [m/s]"
"Helsinki Kumpula","2023","6","30","02:00","16.4","84","1.4","0","1005.3","16.6","16.2","1.7","13","2.4"
"Helsinki Kumpula","2023","6","30","03:00","17.2","81","1.7","0","1005.2","18.4","16.3","2.4","10","3.4"
"Helsinki Kumpula","2023","6","30","04:00","19.7","69","1.2","0","1005","21","18.2","1.4","34","3"
"Helsinki Kumpula","2023","6","30","05:00","21.9","60","1.3","0","1005","22.7","21","1.7","65","2.7"
"Helsinki Kumpula","2023","6","30","06:00","23.6","52","1.3","0","1004.8","24.5","22.5","1.8","108","2.9"
"Helsinki Kumpula","2023","6","30","07:00","24.6","49","1.1","0","1004.6","26","23.6","1.7","119","3.3"
"Helsinki Kumpula","2023","6","30","08:00","25.9","46","2.4","0","1004.5","27.1","25.1","3.1","213","5.5"
"Helsinki Kumpula","2023","6","30","09:00","26.8","43","3.7","0","1004.2","27.4","26.1","4.9","193","7"
"Helsinki Kumpula","2023","6","30","10:00","27.2","43","4","0","1004","27.8","26.8","4.6","197","6.8"
"Helsinki Kumpula","2023","6","30","11:00","27.2","44","4.8","0","1003.6","27.8","26.2","6.4","208","9"
"Helsinki Kumpula","2023","6","30","12:00","27.2","43","5.6","0","1003.1","28.2","25.9","6.7","214","9.5"
"Helsinki Kumpula","2023","6","30","13:00","25.1","51","5.7","0","1002.7","27","24.2","6.9","229","9.4"
"Helsinki Kumpula","2023","6","30","14:00","27.4","43","5.7","0","1002.1","28.4","25.5","6.9","223","10.3"
"Helsinki Kumpula","2023","6","30","15:00","28","39","5.5","0","1001.5","28.6","27.4","6.6","226","10.2"
"Helsinki Kumpula","2023","6","30","16:00","26.9","43","4.9","0","1001.2","28.3","25.3","6.1","240","8.5"
"Helsinki Kumpula","2023","6","30","17:00","25.3","47","3.9","0","1001.1","25.8","24.7","5.1","252","7.8"
"Helsinki Kumpula","2023","6","30","18:00","23.6","57","3.7","0","1000.7","24.8","23.2","4.6","235","6.2"
"Helsinki Kumpula","2023","6","30","19:00","22.9","57","3.2","0","1000.4","23.3","22.6","4.2","234","5.9"
"Helsinki Kumpula","2023","6","30","20:00","22.4","60","2.6","0","1000.1","22.7","21.9","3.4","250","5"
"Helsinki Kumpula","2023","6","30","21:00","21.8","58","3.1","0","999.8","22.3","21","3.4","279","5.3"
"Helsinki Kumpula","2023","6","30","22:00","20.6","61","3.5","0","999.2","21","20.2","3.9","283","5.7"
"Helsinki Kumpula","2023","6","30","23:00","19.5","66","2.4","0","998.9","20.2","18.7","3.4","306","4.4"
"Helsinki Kumpula","2023","7","1","00:00","18","75","2.2","0","998.5","18.8","17.5","2.5","299","3"
"Helsinki Kumpula","2023","7","1","01:00","17.4","79","2.8","0","998.2","17.7","17.1","3.1","292","3.8"
"Helsinki Kumpula","2023","7","1","02:00","17","81","2.6","0","997.8","17.4","16.9","3","279","3.8"
"Helsinki Kumpula","2023","7","1","03:00","17.5","80","2.1","0","997.1","18.3","16.8","2.9","305","3.5"
"Helsinki Kumpula","2023","7","1","04:00","19.5","72","1.1","0","996.5","20.3","18.1","1.7","295","2.7"
"Helsinki Kumpula","2023","7","1","05:00","20.3","73","2.4","0","996.4","21.2","19","3","240","4.7"
"Helsinki Kumpula","2023","7","1","06:00","21.6","69","2.6","0","995.8","22","21.2","3.1","266","4.4"
"Helsinki Kumpula","2023","7","1","07:00","21.4","73","2.9","0","995.3","21.7","21.1","3.5","222","5.3"
"Helsinki Kumpula","2023","7","1","08:00","21.4","76","2.3","0","994.8","21.7","21.2","3.2","212","5.2"
"Helsinki Kumpula","2023","7","1","09:00","21.4","77","2.7","0","994.4","21.7","20.5","4","199","6.3"
"Helsinki Kumpula","2023","7","1","10:00","19.7","87","4.3","0","994.1","20.3","18","5.1","205","7.7"
"Helsinki Kumpula","2023","7","1","11:00","17.2","95","4.8","0.9","994.4","18","16.8","5.8","297","9.3"
"Helsinki Kumpula","2023","7","1","12:00","16.9","97","5.6","1.2","994.8","17.6","16.5","6.4","277","9.9"
"Helsinki Kumpula","2023","7","1","13:00","17.9","85","5.8","0","995.1","18.2","17.6","7.5","273","11"
"Helsinki Kumpula","2023","7","1","14:00","17.5","71","4.7","0","995.2","17.9","17.1","5.5","288","9"
"Helsinki Kumpula","2023","7","1","15:00","17.5","76","2.9","0","995","17.9","17.1","4","305","6.8"
"Helsinki Kumpula","2023","7","1","16:00","18.1","76","0.9","0","994.7","18.3","17.8","1.8","12","2.8"
"Helsinki Kumpula","2023","7","1","17:00","17.2","89","1.9","1.8","994.5","18","16.6","2.8","197","4.1"
"Helsinki Kumpula","2023","7","1","18:00","16.7","97","2.5","0.8","994.3","16.9","16.4","3.7","261","4.9"
"Helsinki Kumpula","2023","7","1","19:00","16.9","98","3.3","0","993.9","17.1","16.5","4.9","254","6.9"
"Helsinki Kumpula","2023","7","1","20:00","16.6","96","4.8","0","993.8","16.9","16.4","5.3","257","8.3"
"Helsinki Kumpula","2023","7","1","21:00","15.6","96","2.5","0.3","994.2","16.9","14.6","4.5","321","6.9"
"Helsinki Kumpula","2023","7","1","22:00","14.6","100","1.7","0","994.1","15.1","14.3","2.7","261","4.1"
"Helsinki Kumpula","2023","7","1","23:00","15.2","99","3.6","0","993.7","15.4","15.1","4.3","259","6.9"
"Helsinki Kumpula","2023","7","2","00:00","15.6","95","4.9","0","993.4","16.1","15.1","5.5","249","7.9"
"Helsinki Kumpula","2023","7","2","01:00","16.1","91","4.7","0","993.3","16.3","15.9","5.1","248","8"
"Helsinki Kumpula","2023","7","2","02:00","16.1","91","4.7","0","993.1","16.2","16","5.2","250","8.2"
"Helsinki Kumpula","2023","7","2","03:00","16.2","92","4.5","0","992.9","16.5","16","4.9","249","7.6"
"Helsinki Kumpula","2023","7","2","04:00","17.2","88","4.6","0","992.7","17.8","16.5","5.3","252","8.3"
"Helsinki Kumpula","2023","7","2","05:00","18.1","84","4.2","0","992.5","18.6","17.7","4.8","256","8.2"
"Helsinki Kumpula","2023","7","2","06:00","18.8","80","4.1","0","992.6","19.7","18.2","5.8","272","8"
"Helsinki Kumpula","2023","7","2","07:00","19.1","76","4.7","0","992.4","20.2","18.3","7.8","233","11.4"
"Helsinki Kumpula","2023","7","2","08:00","19.9","76","6.7","0","992.3","21.1","18.8","8.5","221","11.1"
"Helsinki Kumpula","2023","7","2","09:00","18.8","81","7.6","0","992.4","19.8","18.1","8.4","209","13.6"
"Helsinki Kumpula","2023","7","2","10:00","18.5","81","6.7","0","992.2","19.4","18","7.7","212","10.4"
"Helsinki Kumpula","2023","7","2","11:00","19.3","78","6","0","991.7","20.3","18.5","7.8","207","11.5"
"Helsinki Kumpula","2023","7","2","12:00","18.7","82","6.6","0","991.5","19.6","16.9","8.6","207","12.3"
"Helsinki Kumpula","2023","7","2","13:00","18","92","5.5","0.2","991.3","19.3","16.9","7.1","213","9.9"
"Helsinki Kumpula","2023","7","2","14:00","18.7","83","5.2","0","991.1","19.3","18.2","6.3","199","9.4"
"Helsinki Kumpula","2023","7","2","15:00","17.6","93","4.7","0.2","990.9","18.4","17.3","6.4","192","9.5"
"Helsinki Kumpula","2023","7","2","16:00","18.3","89","4","0","990.3","19","17.6","5.1","188","7.9"
"Helsinki Kumpula","2023","7","2","17:00","17.7","92","4.2","0","990","18.3","17.5","5.3","176","8.8"
"Helsinki Kumpula","2023","7","2","18:00","17.6","92","4.3","0","989.6","17.7","17.4","5.4","202","8.6"
"Helsinki Kumpula","2023","7","2","19:00","17.2","93","5.6","0","989.3","17.6","16.9","6.3","211","9.2"
"Helsinki Kumpula","2023","7","2","20:00","16.9","96","4.8","0","989.1","17","16.8","5.6","213","8.2"
"Helsinki Kumpula","2023","7","2","21:00","16.6","95","5.8","0","988.8","16.8","15.8","7.5","204","11.9"
"Helsinki Kumpula","2023","7","2","22:00","15.8","91","6.5","0.2","988.5","16","15.4","7.7","217","12.5"
"Helsinki Kumpula","2023","7","2","23:00","15","99","5.5","1.9","988.3","15.4","14.9","7.4","219","11.6"
"Helsinki Kumpula","2023","7","3","00:00","14.8","99","5.7","0.1","988","15","14.6","7.1","222","10.9"
"Helsinki Kumpula","2023","7","3","01:00","14.5","98","6.2","0","987.9","14.7","14.4","7.1","221","11.1"
"Helsinki Kumpula","2023","7","3","02:00","14","98","6.5","1","987.9","14.4","13.7","7.2","221","11.7"
"Helsinki Kumpula","2023","7","3","03:00","14.3","94","7.1","0","987.7","15","13.9","7.9","223","13.5"
"Helsinki Kumpula","2023","7","3","04:00","15","87","7.3","0","987.9","15.2","14.7","8.6","221","13.2"
"Helsinki Kumpula","2023","7","3","05:00","15.2","84","6.9","0","988.1","15.8","15.1","7.6","225","12.8"
"Helsinki Kumpula","2023","7","3","06:00","16.9","75","8.1","0","988.4","17.8","15.9","9.5","229","15.6"
"Helsinki Kumpula","2023","7","3","07:00","16.9","74","8.5","0","988.9","17.4","15.8","9.8","225","14.2"
"Helsinki Kumpula","2023","7","3","08:00","15","91","5.9","1.4","989.8","15.7","14.3","7.9","254","11.3"
"Helsinki Kumpula","2023","7","3","09:00","16.7","81","7.6","0","990.4","18.3","15.1","9.3","228","15.7"
"Helsinki Kumpula","2023","7","3","10:00","17.9","70","9.6","0","991.1","18.5","17.2","11.2","227","16.9"
"Helsinki Kumpula","2023","7","3","11:00","18","67","9.1","0","991.9","18.9","15.7","9.8","215","15.8"
"Helsinki Kumpula","2023","7","3","12:00","14.4","89","9.4","0.9","993.1","16.1","13.6","11.4","216","16.4"
"Helsinki Kumpula","2023","7","3","13:00","14.3","92","8.1","0","993.9","15.2","13.5","9.2","222","15"
"Helsinki Kumpula","2023","7","3","14:00","16.3","77","8","0","994.2","17.8","14.9","9.2","233","15"
"Helsinki Kumpula","2023","7","3","15:00","15.7","75","7.9","1.3","994.6","16.8","13.7","9.1","220","14.4"
"Helsinki Kumpula","2023","7","3","16:00","14.2","84","7.9","0.4","994.8","15.4","13.4","9.3","230","15.6"
"Helsinki Kumpula","2023","7","3","17:00","15.1","70","9.9","0","994.9","15.9","13.8","13.1","227","20.2"
"Helsinki Kumpula","2023","7","3","18:00","13.3","78","8.8","0","995.3","13.7","13.1","11.8","220","17.8"
"Helsinki Kumpula","2023","7","3","19:00","13","88","6.8","0.1","995.1","13.2","12.8","8.9","223","13.6"
"Helsinki Kumpula","2023","7","3","20:00","12.4","98","7","1.4","995","12.8","12.2","8.1","224","13.1"
"Helsinki Kumpula","2023","7","3","21:00","12.7","99","6.4","3.8","994.8","12.8","12.5","7.6","226","11.5"
"Helsinki Kumpula","2023","7","3","22:00","13.2","99","6.2","0.3","994.8","13.4","12.8","7.6","225","11.3"
"Helsinki Kumpula","2023","7","3","23:00","12.9","97","7.9","0","994.9","13.3","12.7","9.1","227","14.8"
"Helsinki Kumpula","2023","7","4","00:00","13.1","96","7.2","0","995.5","13.4","12.9","8.3","238","13.5"
"Helsinki Kumpula","2023","7","4","01:00","13.3","95","5.5","0","996.3","13.5","13.2","7.5","235","12.6"
"Helsinki Kumpula","2023","7","4","02:00","13.4","92","6.4","0","996.7","13.7","13.1","7.5","229","11"
"Helsinki Kumpula","2023","7","4","03:00","13.8","82","7.2","0","997.1","14.3","13.1","8.3","234","13.3"
"Helsinki Kumpula","2023","7","4","04:00","14.4","80","6.3","0.8","997.5","15.3","12.9","7.1","224","13.1"
"Helsinki Kumpula","2023","7","4","05:00","12.6","96","6.7","1.9","997.9","13.4","12","10.4","227","17.8"
"Helsinki Kumpula","2023","7","4","06:00","14.2","84","8","0","998.3","15.2","13.4","9.2","231","15.6"
"Helsinki Kumpula","2023","7","4","07:00","15.2","76","9.6","0","998.9","15.6","14.8","11.4","234","18.5"
"Helsinki Kumpula","2023","7","4","08:00","15.7","71","10.8","0","999.4","16.4","14.9","12.4","234","18.4"
"Helsinki Kumpula","2023","7","4","09:00","16.2","69","11.2","0","1000.2","16.8","15.4","12.2","232","19.9"
"Helsinki Kumpula","2023","7","4","10:00","17.2","64","11","0","1001","17.9","16.4","12.6","227","19.1"
"Helsinki Kumpula","2023","7","4","11:00","17.8","63","9.8","0","1002","18.3","17.2","11.4","224","19"
"Helsinki Kumpula","2023","7","4","12:00","18.3","58","10.2","0","1002.5","19.2","17.4","11.7","230","18"
"Helsinki Kumpula","2023","7","4","13:00","18.6","56","10.3","0","1002.8","19.4","18.3","11.4","229","18.8"
"Helsinki Kumpula","2023","7","4","14:00","17.9","57","8.6","0","1002.9","18.6","17.3","11.1","229","15.7"
"Helsinki Kumpula","2023","7","4","15:00","15.3","76","7.2","0","1003.2","17.4","13.6","9.6","217","15.5"
"Helsinki Kumpula","2023","7","4","16:00","13.4","87","6.6","0","1003.4","13.8","13.3","8.4","224","12.9"
"Helsinki Kumpula","2023","7","4","17:00","13.8","83","6.4","0","1003.3","14.2","13.2","7.5","215","11.9"
"Helsinki Kumpula","2023","7","4","18:00","14.3","81","5.7","0","1003.2","14.5","14.1","6.4","216","10.2"
"Helsinki Kumpula","2023","7","4","19:00","13.5","88","6.2","0.2","1003.3","14.4","12.7","7.5","219","12.5"
"Helsinki Kumpula","2023","7","4","20:00","12.4","94","6.4","0","1003.5","12.7","12.1","7.9","230","11"
"Helsinki Kumpula","2023","7","4","21:00","12.5","95","5.3","0","1003.7","12.7","12.3","6","226","8.4"
"Helsinki Kumpula","2023","7","4","22:00","12.3","96","4.8","0","1004","12.5","12.1","5.8","228","8.9"
"Helsinki Kumpula","2023","7","4","23:00","12.8","94","5.5","0","1004.1","13","12.4","6.7","226","10"
"Helsinki Kumpula","2023","7","5","00:00","12.8","91","6.3","0","1004.4","12.9","12.7","6.9","224","10.5"
"Helsinki Kumpula","2023","7","5","01:00","13","93","5.4","0","1004.6","13.2","12.8","6.6","215","10.2"
"Helsinki Kumpula","2023","7","5","02:00","12.9","95","6.3","0","1005","13.1","12.6","8.1","221","12.5"
"Helsinki Kumpula","2023","7","5","03:00","12.9","95","7.1","0","1005.2","13.1","12.8","8.1","224","13.9"
"Helsinki Kumpula","2023","7","5","04:00","13.4","89","5.3","0","1005.5","14","12.9","6.6","226","10.2"
"Helsinki Kumpula","2023","7","5","05:00","14.2","87","5.8","0","1005.8","15","13.6","6.8","215","11.3"
"Helsinki Kumpula","2023","7","5","06:00","15.5","81","5.8","0","1006.1","17.2","14.6","6.6","216","11.9"
"Helsinki Kumpula","2023","7","5","07:00","16.7","73","6.5","0","1006.5","17.2","15.8","7.8","221","13"
"Helsinki Kumpula","2023","7","5","08:00","16.4","75","6.5","0","1006.9","17.3","16","7.3","223","12.2"
"Helsinki Kumpula","2023","7","5","09:00","17.4","70","7.1","0","1007.4","18.2","16.6","8.6","221","13.4"
"Helsinki Kumpula","2023","7","5","10:00","17.8","70","7.3","0","1008","19.3","16.5","8.5","221","12.4"
"Helsinki Kumpula","2023","7","5","11:00","19.1","63","7.4","0","1008.4","19.6","18.5","9.4","223","14.2"
"Helsinki Kumpula","2023","7","5","12:00","18.5","65","8.1","0","1009.2","19.9","17.6","9.9","223","15.2"
"Helsinki Kumpula","2023","7","5","13:00","19.2","63","8","0","1009.8","19.9","18.5","8.9","228","15.6"
"Helsinki Kumpula","2023","7","5","14:00","18.8","64","9.4","0","1010.3","19.7","17.8","11","227","14.7"
"Helsinki Kumpula","2023","7","5","15:00","18.2","66","7.9","0","1010.9","19","17.5","9.3","228","15.4"
"Helsinki Kumpula","2023","7","5","16:00","17.7","68","6.7","0","1011.4","18.5","17.1","8","225","11.3"
"Helsinki Kumpula","2023","7","5","17:00","16.3","74","5.8","0","1011.8","17.3","15.8","6.5","222","9.6"
"Helsinki Kumpula","2023","7","5","18:00","15.5","77","7.3","0","1012.3","16","15","8.4","227","11.3"
"Helsinki Kumpula","2023","7","5","19:00","14.7","81","6.5","0","1012.8","15","14.5","7.8","237","11.4"
"Helsinki Kumpula","2023","7","5","20:00","14.1","84","5.8","0","1013.4","14.5","13.8","7","241","10.1"
"Helsinki Kumpula","2023","7","5","21:00","13.6","90","4.6","0","1013.9","13.9","13.4","5.1","243","8.7"
"Helsinki Kumpula","2023","7","5","22:00","13.4","91","4.7","0","1014.4","13.6","13.1","5.6","248","8.5"
"Helsinki Kumpula","2023","7","5","23:00","13","91","3.6","0","1014.7","13.3","12.7","4.4","241","6.9"
"Helsinki Kumpula","2023","7","6","00:00","12.5","96","2.9","0","1014.9","12.7","12.2","3.6","242","5.1"
"Helsinki Kumpula","2023","7","6","01:00","12.2","100","2.8","0","1015.3","12.4","12.1","3.3","241","4.5"
"Helsinki Kumpula","2023","7","6","02:00","12.2","100","2","0","1015.1","12.4","12","2.5","250","3.7"
"Helsinki Kumpula","2023","7","6","03:00","13","100","1.3","0","1015.2","14.5","12","2","211","2.3"
"Helsinki Kumpula","2023","7","6","04:00","14.6","93","1.5","0","1015.2","15.4","13.9","1.7","164","3.9"
"Helsinki Kumpula","2023","7","6","05:00","15.4","86","1.9","0","1015.4","15.9","15.2","2.4","162","4.4"
"Helsinki Kumpula","2023","7","6","06:00","16.5","78","2.7","0","1015.3","17.1","15.8","3.5","153","4.6"
"Helsinki Kumpula","2023","7","6","07:00","17.6","67","3.2","0","1015.2","18.3","16.8","3.6","125","5.4"
"Helsinki Kumpula","2023","7","6","08:00","18.6","59","3.8","0","1015.1","19.7","18.1","4.5","116","6.4"
"Helsinki Kumpula","2023","7","6","09:00","17.9","59","3.9","0","1015.1","18.5","17.5","4.5","111","6.7"
"Helsinki Kumpula","2023","7","6","10:00","17.5","62","3.9","0","1015.1","18.2","17.2","4.5","110","7.2"
"Helsinki Kumpula","2023","7","6","11:00","17","65","5.1","0","1015.2","17.4","16.4","6.5","113","9.2"
"Helsinki Kumpula","2023","7","6","12:00","15.8","84","5","0.2","1015.5","16.5","14.9","6","116","8.6"
